stimStart,ButtonPressed,Value,TargetTime
11.998832661978668,13.06988450398785,1.0,
15.999292205000529,17.27253320798627,1.0,
19.99824452699977,21.14348393099499,1.0,
23.999599164992105,25.228344812989235,0.0,
27.99801503997878,29.12916540398146,0.0,
31.9994478149747,33.19394951098366,0.0,
35.998289582988946,37.24262233899208,1.0,
39.99845944799017,41.4186195479997,0.0,
47.99793944097473,49.38123095600167,0.0,
51.99753733698162,53.29262105797534,0.0,
55.99802119098604,56.92513942698133,1.0,
59.99678865299211,61.136021420999896,1.0,
63.99760126299225,65.43928002199391,1.0,
67.99598049098859,71.65675618700334,1.0,
71.99657341800048,73.37575199699495,0.0,
79.99661421799101,81.36564395300229,1.0,
83.99530214298284,85.02523693998228,1.0,
87.99627898799372,89.04047250698204,1.0,
91.99550483198254,92.89118085798691,1.0,
95.99569045199314,97.10732134297723,0.0,
99.99509642098565,101.60896451098961,0.0,
103.99598127100035,105.43802183397929,0.0,
111.99489430498215,113.11339266897994,1.0,
115.99380567899789,117.73919295199448,0.0,
119.99383828300051,121.31364414398558,0.0,
123.99431710498175,125.13268167499336,1.0,
127.9943228509801,129.09938719597994,1.0,
131.9931371010025,132.93135575400083,1.0,
135.99314154998865,137.3772304089798,0.0,
139.9931590219785,141.2733760799747,0.0,
143.99235082400264,145.0840062929783,0.0,
147.99224101897562,149.00605564197758,1.0,
151.9922827690025,153.34244374398259,0.0,
155.99210742500145,157.3633969950024,1.0,
163.99209071099176,165.1600467840035,1.0,
167.99166267298278,169.37259775199345,1.0,
171.99098430699087,172.94068751699524,0.0,
175.99118253600318,178.1240795609774,0.0,
179.9907229919918,181.57316684199031,1.0,
183.99119314100244,185.3073294009955,0.0,
187.9904249550018,189.20246009199764,0.0,
195.9899816729885,197.07274275698,1.0,
199.98757876598393,201.16677316700225,1.0,
203.9873580999847,205.98312005697517,1.0,
207.990245271998,209.36124680697685,0.0,
211.98979011300253,213.0730913479929,0.0,
215.98920902999816,217.304499121994,1.0,
219.98767535199295,221.35110275697662,0.0,
16.01166898800875,20.994205641007284,1.0,19.887302623013966
16.01166898800875,20.994205641007284,1.0,19.887302623013966
24.01224147999892,30.654628971009515,0.0,
24.01224147999892,30.654628971009515,0.0,
32.0170035760093,38.680255778017454,0.0,
32.0170035760093,38.680255778017454,0.0,
40.01934969102149,44.445526978001,1.0,
40.01934969102149,44.445526978001,1.0,
48.01680148800369,54.704838250007015,0.0,
48.01680148800369,54.704838250007015,0.0,
56.02681444300106,61.8246435940091,1.0,61.15969810899696
56.02681444300106,61.8246435940091,1.0,61.15969810899696
64.03469012200367,70.6832024330215,0.0,
64.03469012200367,70.6832024330215,0.0,
80.03424267302034,86.70872878099908,1.0,84.15859787000227
80.03424267302034,86.70872878099908,1.0,84.15859787000227
88.03433224200853,94.55254816199886,0.0,92.53373803201248
88.03433224200853,94.55254816199886,0.0,92.53373803201248
96.0354923310224,101.43374873101129,1.0,99.66663495299872
96.0354923310224,101.43374873101129,1.0,99.66663495299872
104.04119260801235,110.69000038399827,1.0,109.92495849300758
104.04119260801235,110.69000038399827,1.0,109.92495849300758
112.04978456601384,118.61656168301124,0.0,
112.04978456601384,118.61656168301124,0.0,
128.0535548409971,134.09570384799736,1.0,131.30671639501816
128.0535548409971,134.09570384799736,1.0,131.30671639501816
136.0561626450217,143.02710380600183,0.0,
136.0561626450217,143.02710380600183,0.0,
144.0559838830086,150.14935504901223,1.0,148.93151217800914
144.0559838830086,150.14935504901223,1.0,148.93151217800914
152.05537161801476,158.73374247201718,0.0,
152.05537161801476,158.73374247201718,0.0,
168.06328775000293,172.6407712790242,1.0,171.06380947501748
168.06328775000293,172.6407712790242,1.0,171.06380947501748
176.06329807901056,182.59610399400117,0.0,
176.06329807901056,182.59610399400117,0.0,
184.06247093100683,190.91377347899834,0.0,
184.06247093100683,190.91377347899834,0.0,
192.06194662602502,198.69989514202462,0.0,
192.06194662602502,198.69989514202462,0.0,
200.0618809070147,207.83512607900775,0.0,203.93663213201216
200.0618809070147,207.83512607900775,0.0,203.93663213201216
208.0617079870135,215.18683929101098,0.0,
208.0617079870135,215.18683929101098,0.0,
224.07195785999647,230.75490233601886,0.0,229.20249262600555
224.07195785999647,230.75490233601886,0.0,229.20249262600555
232.0771131759975,237.53158289400744,1.0,
232.0771131759975,237.53158289400744,1.0,
240.0855415580154,246.70382913501817,0.0,243.58466235600645
240.0855415580154,246.70382913501817,0.0,243.58466235600645
248.08506030100398,254.7827775159967,0.0,253.83469674602384
248.08506030100398,254.7827775159967,0.0,253.83469674602384
256.0843745500024,262.89902909100056,0.0,259.9596939519979
256.0843745500024,262.89902909100056,0.0,259.9596939519979
264.083516764018,270.9192281740252,0.0,
264.083516764018,270.9192281740252,0.0,
272.0840146940027,278.70380946301157,1.0,277.09087652000017
272.0840146940027,278.70380946301157,1.0,277.09087652000017
288.0913386090251,294.58708233499783,0.0,
288.0913386090251,294.58708233499783,0.0,
296.09088942501694,302.91218426800333,0.0,
296.09088942501694,302.91218426800333,0.0,
304.09000063702115,309.4583444480086,1.0,308.84033050300786
304.09000063702115,309.4583444480086,1.0,308.84033050300786
312.0902029660065,319.35921425701235,1.0,315.21434600901557
312.0902029660065,319.35921425701235,1.0,315.21434600901557
320.09202492202166,326.87066904100357,0.0,323.47316108300583
320.09202492202166,326.87066904100357,0.0,323.47316108300583
336.1050928670156,342.17940741899656,1.0,340.48095786300837
336.1050928670156,342.17940741899656,1.0,340.48095786300837
344.1056901740085,348.8511153900181,1.0,
344.1056901740085,348.8511153900181,1.0,
352.1045019120211,357.19954973002314,1.0,356.6134693089989
352.1045019120211,357.19954973002314,1.0,356.6134693089989
360.11257217702223,366.7277278859983,0.0,
360.11257217702223,366.7277278859983,0.0,
368.11199184000725,374.93667909200303,0.0,371.23747298002127
368.11199184000725,374.93667909200303,0.0,371.23747298002127
376.1121645060193,382.6563269930193,0.0,
376.1121645060193,382.6563269930193,0.0,
384.1103278369992,389.87833616900025,1.0,389.11049932500464
384.1103278369992,389.87833616900025,1.0,389.11049932500464
400.11065994302044,407.03315329400357,0.0,
400.11065994302044,407.03315329400357,0.0,
408.11047638600576,415.21520845001214,1.0,
408.11047638600576,415.21520845001214,1.0,
416.1104785510106,422.95232641501934,0.0,
416.1104785510106,422.95232641501934,0.0,
424.10962295602076,430.68144450802356,0.0,428.24313775100745
424.10962295602076,430.68144450802356,0.0,428.24313775100745
432.1172752320126,438.82606267300434,0.0,
432.1172752320126,438.82606267300434,0.0,
440.1256962309999,446.9154715790064,0.0,
440.1256962309999,446.9154715790064,0.0,
448.12482729699695,454.73085845800233,1.0,451.50026964000426
448.12482729699695,454.73085845800233,1.0,451.50026964000426
11.998500678979326,14.694541670993203,1.0,
15.99998213199433,17.316940931981662,1.0,
19.998356907977723,21.596206752001308,1.0,
23.997837903996697,25.290934046002803,1.0,
27.997411777003435,29.58792231499683,1.0,
31.99710152298212,33.95471930198255,1.0,
35.997598248999566,38.49392400297802,1.0,
39.99755930597894,42.22052506098407,1.0,
48.00084242998855,50.337565997993806,1.0,
51.99636221397668,54.08908188997884,1.0,
56.0012600569753,57.272374869993655,1.0,
59.99616737299948,61.93141691398341,1.0,
64.0013495409803,65.84272755298298,1.0,
67.9961554390029,69.43924541099113,1.0,
72.00205682599335,74.29234806000022,1.0,
80.0012022999872,82.05535334598972,1.0,
83.99520790399401,86.20502312897588,1.0,
88.00164054299239,90.88509997498477,1.0,
91.9941496399988,94.66731990198605,1.0,
96.00217492200318,99.01163066297886,1.0,
99.99417517898837,102.5967874909984,1.0,
104.0022838479781,106.1613681439776,1.0,
112.00254392900388,114.06393162597669,1.0,
115.99335258000065,118.2288432289788,1.0,
