stimStart,ButtonPressed,Value,TargetTime
11.996759909001412,13.617803444998572,1.0,
15.998009358998388,16.865512493997812,1.0,
19.996464272000594,20.5823729679978,1.0,
23.997504351020325,25.18705793801928,0.0,
27.996235285012517,31.742983290023403,0.0,
31.996459985995898,33.882885152008384,0.0,
35.99634624400642,37.154243284021504,1.0,
39.99677959200926,41.399892782996176,0.0,
47.99584683802095,49.20437087101163,0.0,
51.995221803023014,53.02695167201455,0.0,
55.99624138101353,56.866140121011995,1.0,
59.99423064300208,61.34230328100966,1.0,
63.99549644300714,64.85498551902128,1.0,
67.994598787016,69.22683277502074,0.0,
71.99398613002268,73.00751102302456,0.0,
79.9935234390141,80.86362983501749,1.0,
83.99419476202456,84.5740045060229,1.0,
87.99378760700347,88.87770621600794,1.0,
91.99281851900741,92.8740872790222,1.0,
95.99267025501467,96.77874153800076,0.0,
99.9928810140118,101.09270788400318,0.0,
103.99292533900007,104.83910262701102,0.0,
111.99182227099664,113.04905667400453,1.0,
115.99182569101686,116.94755429701763,0.0,
119.99191942499601,120.96488809102448,0.0,
123.99160882399883,124.92132684300304,1.0,
127.9914482840104,129.44316952701774,1.0,
131.99108984300983,132.95366329600802,1.0,
135.9914141620102,136.87215120100882,0.0,
139.99068224799703,141.09777391102398,0.0,
143.99028017101227,144.85865573599585,0.0,
147.99076842400245,148.63013245901675,1.0,
151.99018550600158,153.0623198210087,0.0,
155.99031630900572,156.82020857100724,1.0,
163.99039268502383,165.0204838020145,1.0,
167.9895733250014,168.78829938999843,1.0,
171.98955190001288,172.87815381700057,0.0,
175.98927411000477,176.9839638530102,0.0,
179.98690788602107,180.85644858100568,1.0,
183.9887299130205,185.40197792000254,0.0,
187.9873069630121,188.80171573601547,0.0,
195.9873481420218,197.21532392399968,1.0,
199.9873132610228,200.89892164702178,1.0,
203.98817256800248,204.8774840030237,1.0,
207.98799432002124,209.07921640999848,0.0,
211.98767130001215,213.2122544760059,0.0,
215.98741499800235,217.2175959580054,1.0,
219.98719905200414,221.05372411801363,0.0,
15.99930453300476,20.514441178005654,1.0,19.87370154701057
15.99930453300476,20.514441178005654,1.0,19.87370154701057
23.99869072699221,27.91714014299214,1.0,
23.99869072699221,27.91714014299214,1.0,
31.99817894899752,36.061877917993115,1.0,
31.99817894899752,36.061877917993115,1.0,
39.99828680901555,44.36866588800331,1.0,
39.99828680901555,44.36866588800331,1.0,
47.99739587699878,53.29967883101199,0.0,
47.99739587699878,53.29967883101199,0.0,
55.99695638299454,60.56143911599065,1.0,61.120984915003646
55.99695638299454,60.56143911599065,1.0,61.120984915003646
63.99728910200065,70.72786178300157,0.0,
63.99728910200065,70.72786178300157,0.0,
79.9959186000051,86.60431979500572,0.0,84.12064137498965
79.9959186000051,86.60431979500572,0.0,84.12064137498965
87.99612702199374,94.58101168400026,0.0,92.4947515350068
87.99612702199374,94.58101168400026,0.0,92.4947515350068
95.99506219400791,100.45468877401436,1.0,99.61938903099508
95.99506219400791,100.45468877401436,1.0,99.61938903099508
103.99418966899975,109.53096085001016,1.0,109.86944293699344
103.99418966899975,109.53096085001016,1.0,109.86944293699344
111.99454867001623,118.08281602800707,1.0,
111.99454867001623,118.08281602800707,1.0,
127.99266854801681,133.0746540229884,1.0,131.2429900970019
127.99266854801681,133.0746540229884,1.0,131.2429900970019
135.99242058800883,140.30512115900638,1.0,
135.99242058800883,140.30512115900638,1.0,
143.9908062290051,149.16452605099767,1.0,148.86730245899525
143.9908062290051,149.16452605099767,1.0,148.86730245899525
151.99087617601617,158.4286302550172,1.0,
151.99087617601617,158.4286302550172,1.0,
167.9911254569888,172.38432630398893,1.0,170.99087082900223
167.9911254569888,172.38432630398893,1.0,170.99087082900223
175.99124323000433,181.7595354669902,1.0,
175.99124323000433,181.7595354669902,1.0,
183.99022014101502,188.6362487830047,1.0,
183.99022014101502,188.6362487830047,1.0,
191.9903004539956,198.56173605800723,0.0,
191.9903004539956,198.56173605800723,0.0,
199.9894001490029,206.81887350100442,0.0,203.86421311000595
199.9894001490029,206.81887350100442,0.0,203.86421311000595
207.98929136700463,214.73007298901211,1.0,
207.98929136700463,214.73007298901211,1.0,
223.98824554000748,230.6076577269996,0.0,229.11305173300207
223.98824554000748,230.6076577269996,0.0,229.11305173300207
231.98838152599637,236.55723483901238,1.0,
231.98838152599637,236.55723483901238,1.0,
239.98806291501387,246.7473190939927,0.0,243.48790399800055
239.98806291501387,246.7473190939927,0.0,243.48790399800055
247.98811268399004,254.94325387998833,0.0,253.73716741299722
247.98811268399004,254.94325387998833,0.0,253.73716741299722
255.98746582801687,260.1623950820067,1.0,259.8607737260172
255.98746582801687,260.1623950820067,1.0,259.8607737260172
263.98691852900083,270.6054366049939,0.0,
263.98691852900083,270.6054366049939,0.0,
271.98661426399485,278.17476300601265,1.0,276.986166126997
271.98661426399485,278.17476300601265,1.0,276.986166126997
287.9854056049953,294.52541808600654,0.0,
287.9854056049953,294.52541808600654,0.0,
295.9853634269966,302.56128625100246,0.0,
295.9853634269966,302.56128625100246,0.0,
303.98451558701345,309.4205432780145,1.0,308.73485795001034
303.98451558701345,309.4205432780145,1.0,308.73485795001034
311.98477043400635,316.04592003900325,1.0,315.1095764490019
311.98477043400635,316.04592003900325,1.0,315.1095764490019
319.9844771120115,324.5767100850062,1.0,323.35888377201627
319.9844771120115,324.5767100850062,1.0,323.35888377201627
335.983218451991,341.2085880190134,1.0,340.35845727601554
335.983218451991,341.2085880190134,1.0,340.35845727601554
343.9833313510171,348.91760429000715,1.0,
343.9833313510171,348.91760429000715,1.0,
351.9803607650101,356.88869693499873,1.0,356.4803967520129
351.9803607650101,356.88869693499873,1.0,356.4803967520129
359.98185636801645,366.6290153329901,0.0,
359.98185636801645,366.6290153329901,0.0,
367.9808108099969,374.4851112210017,0.0,371.10673411301104
367.9808108099969,374.4851112210017,0.0,371.10673411301104
375.9806590350054,382.72507402699557,0.0,
375.9806590350054,382.72507402699557,0.0,
383.9814883680083,389.5808531169896,1.0,388.9814392309927
383.9814883680083,389.5808531169896,1.0,388.9814392309927
399.98042792698834,406.67306715701125,0.0,
399.98042792698834,406.67306715701125,0.0,
407.9803016500082,412.95573909499217,1.0,
407.9803016500082,412.95573909499217,1.0,
415.9803957710101,422.4711743610096,0.0,
415.9803957710101,422.4711743610096,0.0,
423.97996899599093,428.97228123099194,1.0,428.10420973598957
423.97996899599093,428.97228123099194,1.0,428.10420973598957
431.97918748599477,438.74844061001204,0.0,
431.97918748599477,438.74844061001204,0.0,
439.978384253016,446.6644181899901,0.0,
439.978384253016,446.6644181899901,0.0,
447.9789996590116,455.76761254499434,1.0,451.3530420869938
447.9789996590116,455.76761254499434,1.0,451.3530420869938
11.997959428001195,14.55859232498915,1.0,
15.997701079002582,17.45678393499111,1.0,
19.997316410008352,21.312552176997997,1.0,
23.997551256004954,24.51127088800422,1.0,
27.99635689498973,28.81102017799276,1.0,
31.997981038002763,32.846216270991135,1.0,
35.995811911008786,36.89032401700388,1.0,
39.997574895009166,40.75415888201678,1.0,
47.99657280600513,49.282366816012654,1.0,
51.995659565000096,53.21203491900815,1.0,
55.99583747200086,56.79518587200437,1.0,
59.99530633201357,61.277748441993026,1.0,
63.99575896598981,65.1386835000012,1.0,
67.99449661900871,69.37394970501191,1.0,
71.9950963940064,73.20003883901518,1.0,
79.99422841300839,80.78193537599873,1.0,
83.99461538199103,85.2703501250071,1.0,
87.99339765799232,88.83951100800186,1.0,
91.99336281200522,93.0559847530094,1.0,
95.99301388699678,99.97924861099455,1.0,
100.00102601101389,101.29633846401703,1.0,
103.99314339799457,104.99645693699131,1.0,
111.99298839599942,112.73805533899576,1.0,
115.99277075901045,119.43689357000403,1.0,
119.99276505800663,121.09891395899467,1.0,
123.99246561099426,124.80585771400365,1.0,
127.9925009960134,128.84303328901296,1.0,
131.9920953400142,132.8823932390078,1.0,
135.99202465001144,136.63599805999547,1.0,
139.9909922539955,140.5877325120091,1.0,
143.9910566319886,145.0496422360011,1.0,
147.99094860599143,148.54903864799417,1.0,
151.99034845101414,152.69157595399884,1.0,
155.99037864399725,156.55262887399294,1.0,
163.99077471299097,164.5728785149986,1.0,
167.99045042300713,168.74421167199034,1.0,
171.99035615898902,172.5013322000159,1.0,
175.99011447498924,176.60644893400604,1.0,
179.98966921799,180.46700918400893,1.0,
183.98912530799862,187.43430527401506,1.0,
187.9899005840125,188.9010998790036,1.0,
195.98729052901035,196.58058912699926,1.0,
199.9884121590003,200.52572442399105,1.0,
203.98727433901513,206.82414788700407,1.0,
207.98746452201158,209.47203502699267,1.0,
211.9884648649895,212.80180363499676,1.0,
215.98806469599367,219.4446984080132,1.0,
219.98793375701644,,,
12.00533349000034,13.117211575998226,0.0,
16.008817765978165,17.22271062998334,0.0,
20.004622729989933,20.938466405990766,1.0,
24.009458828979405,26.612938935984857,0.0,
28.004231133003486,28.8292330080003,1.0,
32.0098272379837,33.03487455600407,0.0,
36.004804008989595,37.441937486000825,0.0,
40.009906291990774,41.34904430198367,1.0,
44.003840513993055,45.418531118979445,0.0,
52.00320711598033,53.62463994399877,0.0,
56.00427520199446,56.820417554001324,1.0,
60.002780017995974,63.47843061899766,0.0,
64.00404436700046,64.92382371198619,0.0,
68.00317740798346,68.57980965499883,1.0,
72.00408910599072,72.83851385497837,1.0,
76.00222322999616,76.95147097599693,1.0,
84.00189296598546,84.90099654399091,0.0,
88.00229516800027,88.79249714198522,1.0,
92.00119558698498,95.95578164898325,1.0,
96.00226789998123,97.40629764899495,1.0,
100.00140702398494,100.90963629400358,0.0,
104.00234610599,104.98918414500076,1.0,
108.00939430299331,109.02020641299896,0.0,
116.00871316899429,116.8435303089791,1.0,
120.01200124199386,120.77149381599156,1.0,
124.0086430409865,124.96439834899502,0.0,
128.0123464469798,128.83219586897758,0.0,
132.00850746998913,132.83430144598242,1.0,
136.01251885699457,136.86028463300318,0.0,
140.00748233599006,140.84347336899373,0.0,
148.00744789198507,148.80030028999317,1.0,
152.00804358298774,152.73740002600243,1.0,
156.0066349809931,156.87432485297904,0.0,
160.007864847983,160.86481943400577,1.0,
164.00640738999937,164.86813524499303,0.0,
168.00764706698828,169.01041248399997,1.0,
172.00623040899518,172.79682221499388,1.0,
180.00509127500118,180.83964927800116,1.0,
184.0062589579902,187.96107041000505,1.0,
188.00540075000026,188.8534675349947,0.0,
192.00614247500198,192.80368729998008,1.0,
196.00505564600462,196.956671877997,0.0,
200.006070094998,200.83244062997983,0.0,
204.0049021029845,204.98418706198572,0.0,
208.005214498,208.7759835809993,0.0,
212.00412473100005,212.57176225699368,1.0,
216.00463615098852,216.85451221399126,0.0,
220.00361694997991,221.24070442200173,1.0,
15.998421729978872,20.948551151988795,1.0,20.373000574996695
15.998421729978872,20.948551151988795,1.0,20.373000574996695
23.998692627996206,30.86478849098785,0.0,
23.998692627996206,30.86478849098785,0.0,
31.99684977097786,36.07980907097226,1.0,35.371905243984656
31.99684977097786,36.07980907097226,1.0,35.371905243984656
39.99715544999344,46.691255009995075,0.0,
39.99715544999344,46.691255009995075,0.0,
47.99597531897598,54.616604188981,0.0,52.621066936990246
47.99597531897598,54.616604188981,0.0,52.621066936990246
63.995719665981596,70.95628925497294,0.0,
63.995719665981596,70.95628925497294,0.0,
71.99545806099195,77.48617324099177,1.0,75.99491560299066
71.99545806099195,77.48617324099177,1.0,75.99491560299066
79.9949538349756,86.63639796598,0.0,83.24435871397145
79.9949538349756,86.63639796598,0.0,83.24435871397145
87.99447490499006,94.1904433539894,1.0,93.74450371097191
87.99447490499006,94.1904433539894,1.0,93.74450371097191
95.99448854397633,102.65398657199694,0.0,101.49404031297308
95.99448854397633,102.65398657199694,0.0,101.49404031297308
111.99369420899893,118.75669623198337,0.0,
111.99369420899893,118.75669623198337,0.0,
119.99324870697455,126.82986130399513,0.0,125.7425349969999
119.99324870697455,126.82986130399513,0.0,125.7425349969999
127.99107166397152,132.5836009939958,1.0,131.9925213989918
127.99107166397152,132.5836009939958,1.0,131.9925213989918
135.99159179598792,140.03841148098581,1.0,139.4927874019777
135.99159179598792,140.03841148098581,1.0,139.4927874019777
143.99176501497277,149.2369944009988,1.0,147.3670086839993
143.99176501497277,149.2369944009988,1.0,147.3670086839993
151.9911620709754,158.72244370199041,0.0,
151.9911620709754,158.72244370199041,0.0,
159.99123842897825,166.65890426497208,0.0,
159.99123842897825,166.65890426497208,0.0,
175.99040598099236,182.60968609998235,0.0,
175.99040598099236,182.60968609998235,0.0,
